id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
STO-ITEM-2020-01160_13678,"Baqara Cake Sondesh 500gm","বাঁকারা কেক সন্দেশ ৫০০ গ্রাম।",https://dorgora.com/wp-content/uploads/2021/10/Cake-Sondesh-1.jpg,https://dorgora.com/shop/baqara-cake-sondesh-500gm/,"Baqara Sweets, Baqara Sweets","Baqara",275BDT,in stock,STO-ITEM-2020-01160_13678,,"https://dorgora.com/wp-content/uploads/2021/10/Cake-Sondesh.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,275BDT,new,published,,,,,,,
STO-ITEM-2020-01159_13675,"Baqara Cake Sondesh 1kg","বাঁকারা কেক সন্দেশ ১ কেজি।",https://dorgora.com/wp-content/uploads/2021/10/Cake-Sondesh-1.jpg,https://dorgora.com/shop/baqara-cake-sondesh-1kg/,"Baqara Sweets, Baqara Sweets","Baqara",550BDT,in stock,STO-ITEM-2020-01159_13675,,"https://dorgora.com/wp-content/uploads/2021/10/Cake-Sondesh.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,550BDT,new,published,,,,,,,
STO-ITEM-2020-01158_13673,"Baqara Chocolate Sondesh 1kg","বাঁকারা চকোলেট সন্দেশ ১ কেজি।",https://dorgora.com/wp-content/uploads/2021/10/Chocolate-Sondesh-1.jpg,https://dorgora.com/shop/baqara-chocolate-sondesh-1kg/,"Baqara Sweets, Baqara Sweets","Baqara",550BDT,in stock,STO-ITEM-2020-01158_13673,,"https://dorgora.com/wp-content/uploads/2021/10/Chocolate-Sondesh.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,550BDT,new,published,,,,,,,
STO-ITEM-2020-01157_13670,"Baqara Chocolate Sondesh 500gm","বাঁকারা চকোলেট সন্দেশ ৫০০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/10/Chocolate-Sondesh-1.jpg,https://dorgora.com/shop/baqara-chocolate-sondesh-500gm/,"Baqara Sweets, Baqara Sweets","Baqara",275BDT,in stock,STO-ITEM-2020-01157_13670,,"https://dorgora.com/wp-content/uploads/2021/10/Chocolate-Sondesh.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,275BDT,new,published,,,,,,,
STO-ITEM-2020-01156_13666,"Baqara Rosh Monjuri 500gm","বাঁকারা রস মঞ্জুরি মিষ্টি ৫০০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/10/Rosh-Munjuri.jpg,https://dorgora.com/shop/baqara-rosh-monjuri-500gm/,"Baqara Sweets, Baqara Sweets","Dorgora",300BDT,in stock,STO-ITEM-2020-01156_13666,,"https://dorgora.com/wp-content/uploads/2021/10/Rosh-Munjuri_01.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,300BDT,new,published,,,,,,,
STO-ITEM-2020-01155_13662,"Baqara Rosh Monjuri 1kg","বাঁকারা রস মঞ্জুরি মিষ্টি ১ কেজি",https://dorgora.com/wp-content/uploads/2021/10/Rosh-Munjuri.jpg,https://dorgora.com/shop/baqara-rosh-monjuri-1kg/,"Baqara Sweets, Baqara Sweets","Dorgora",600BDT,in stock,STO-ITEM-2020-01155_13662,,"https://dorgora.com/wp-content/uploads/2021/10/Rosh-Munjuri_01.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,600BDT,new,published,,,,,,,
STO-ITEM-2020-01154_13635,"Baqara Mini Chom Chom 500gm","বাঁকারা মিনি চম চম ৫০০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/10/Baqara-Mini-ChomChom.jpg,https://dorgora.com/shop/baqara-mini-chom-chom-500gm/,"Baqara Sweets, Baqara Sweets","Dorgora",350BDT,in stock,STO-ITEM-2020-01154_13635,,"https://dorgora.com/wp-content/uploads/2021/10/Baqara-Mini-Chom-Chom_01.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,350BDT,new,published,,,,,,,
STO-ITEM-2020-01153_13631,"Baqara Mini Chom Chom 1kg","বাঁকারা মিনি চম চম ১ কেজি",https://dorgora.com/wp-content/uploads/2021/10/Baqara-Mini-ChomChom.jpg,https://dorgora.com/shop/baqara-mini-chom-chom-1kg/,"Baqara Sweets, Baqara Sweets","Dorgora",700BDT,in stock,STO-ITEM-2020-01153_13631,,"https://dorgora.com/wp-content/uploads/2021/10/Baqara-Mini-Chom-Chom_01.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,700BDT,new,published,,,,,,,
STO-ITEM-2020-01152_13574,"Sundarbaner Modhu 500gm","সুন্দরবনের ফুলের মধু ৫০০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/08/Shundarboner-Modhu-250gm.jpg,https://dorgora.com/shop/sundarbaner-modhu-500gm/,"Organic Foods","Dorgora",600BDT,in stock,STO-ITEM-2020-01152_13574,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,550BDT,new,published,,,,,,,
STO-ITEM-2020-01151_13501,"Prakritik Chaker Modhu 500gm","প্রাকৃতিক চাকের মধু ৫০০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/08/Prakritik-Chaker-Modhu-250gm.jpg,https://dorgora.com/shop/prakritik-chaker-modhu-500gm/,"Honey, Organic Foods","Dorgora",450BDT,in stock,STO-ITEM-2020-01151_13501,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,410BDT,new,published,,,,,,,
STO-ITEM-2020-01150_13499,"lichu Fuler Modhu 250gm","লিচু ফুলের মধু ২৫০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/08/Prakritik-Chaker-Modhu-250gm.jpg,https://dorgora.com/shop/lichu-fuler-modhu-250gm/,"Honey, Organic Foods","Dorgora",180BDT,in stock,STO-ITEM-2020-01150_13499,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,149BDT,new,published,,,,,,,
STO-ITEM-2020-01149_13424,"Baqara Katari Bhog 500gm","বাঁকারা কাটারিভোগ ৫০০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/10/Katari-bhog.jpg,https://dorgora.com/shop/baqara-katari-bhog-500gm/,"Baqara Sweets, Baqara Sweets","Baqara",275BDT,in stock,STO-ITEM-2020-01149_13424,,"https://dorgora.com/wp-content/uploads/2021/10/Kateribhog.jpg,https://dorgora.com/wp-content/uploads/2021/10/Katari-bhog_01.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,275BDT,new,published,,,,,,,
STO-ITEM-2020-01148_13423,"Baqara Katari Bhog 1kg","বাঁকারা কাটারিভোগ ১ কেজি",https://dorgora.com/wp-content/uploads/2021/10/Katari-bhog.jpg,https://dorgora.com/shop/baqara-katari-bhog-1kg/,"Baqara Sweets, Baqara Sweets","Baqara",550BDT,in stock,STO-ITEM-2020-01148_13423,,"https://dorgora.com/wp-content/uploads/2021/10/Kateribhog.jpg,https://dorgora.com/wp-content/uploads/2021/10/Katari-bhog_01.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,550BDT,new,published,,,,,,,
STO-ITEM-2020-01147_13422,"Baqara Cup Doi","বাঁকারা কাঁপ দই",https://dorgora.com/wp-content/uploads/2021/10/Bogra-Cup-doi.jpg,https://dorgora.com/shop/baqara-cup-doi/,"Baqara Sweets, Baqara Sweets","Baqara",30BDT,in stock,STO-ITEM-2020-01147_13422,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,30BDT,new,published,,,,,,,
STO-ITEM-2020-01145_13420,"Baqara Shora Doi 1kg","বাঁকারা সরা দই ১ কেজি",https://dorgora.com/wp-content/uploads/2021/10/Baqara-shora-doi.jpeg,https://dorgora.com/shop/baqara-shora-doi-1kg/,"Baqara Sweets, Baqara Sweets","Baqara",300BDT,in stock,STO-ITEM-2020-01145_13420,,"https://dorgora.com/wp-content/uploads/2021/10/Baqara-Shora-Doi_01.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,300BDT,new,published,,,,,,,
STO-ITEM-2020-01144_13419,"Baqara Kacha Golla 500gm","বাঁকারা কাঁচা গোল্লা ৫০০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/10/Kacha-Golla-1.jpg,https://dorgora.com/shop/baqara-kacha-golla-500gm/,"Baqara Sweets, Baqara Sweets","Baqara",295BDT,in stock,STO-ITEM-2020-01144_13419,,"https://dorgora.com/wp-content/uploads/2021/10/Kacha-Golla.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,295BDT,new,published,,,,,,,
STO-ITEM-2020-01143_13418,"Baqara Kacha Golla 1kg","বাঁকারা কাঁচা গোল্লা ১ কেজি",https://dorgora.com/wp-content/uploads/2021/10/Kacha-Golla-1.jpg,https://dorgora.com/shop/baqara-kacha-golla-1kg/,"Baqara Sweets, Baqara Sweets","Baqara",590BDT,in stock,STO-ITEM-2020-01143_13418,,"https://dorgora.com/wp-content/uploads/2021/10/Kacha-Golla.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,590BDT,new,published,,,,,,,
STO-ITEM-2020-01142_13417,"Baqara Ragab Shai 500gm","বাঁকারা রাগব সাই ৫০০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/10/Ragab-Shai.jpg,https://dorgora.com/shop/baqara-ragab-shai-500gm/,"Baqara Sweets, Baqara Sweets","Baqara",275BDT,in stock,STO-ITEM-2020-01142_13417,,"https://dorgora.com/wp-content/uploads/2021/10/Ragob-Sai.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,275BDT,new,published,,,,,,,
STO-ITEM-2020-01141_13416,"Baqara Ragab Shai 1kg","বাঁকারা রাগব সাই ১ কেজি",https://dorgora.com/wp-content/uploads/2021/10/Ragab-Shai.jpg,https://dorgora.com/shop/baqara-ragab-shai-1kg/,"Baqara Sweets, Baqara Sweets","Baqara",550BDT,in stock,STO-ITEM-2020-01141_13416,,"https://dorgora.com/wp-content/uploads/2021/10/Ragob-Sai.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,550BDT,new,published,,,,,,,
STO-ITEM-2020-01140_13415,"Baqara Dudher Balushai 500gm","বাঁকারা দুধের বালুসাই ৫০০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/10/Baqara-Sweets-Images.jpg,https://dorgora.com/shop/baqara-dudher-balushai-500gm/,"Baqara Sweets, Baqara Sweets","Baqara",425BDT,in stock,STO-ITEM-2020-01140_13415,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,425BDT,new,published,,,,,,,
STO-ITEM-2020-01139_13414,"Baqara Dudher Balushai 1kg","বাঁকারা দুধের বালুসাই ১ কেজি",https://dorgora.com/wp-content/uploads/2021/10/Baqara-Sweets-Images.jpg,https://dorgora.com/shop/baqara-dudher-balushai-1kg/,"Baqara Sweets, Baqara Sweets","Baqara",850BDT,in stock,STO-ITEM-2020-01139_13414,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,850BDT,new,published,,,,,,,
STO-ITEM-2020-01138_13413,"Baqara Ghee Laddu 500gm","বাঁকারা ঘি লাড্ডু ৫০০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/10/Baqara-Sweets-Images.jpg,https://dorgora.com/shop/baqara-ghee-laddu-500gm/,"Baqara Sweets, Baqara Sweets","Baqara",300BDT,in stock,STO-ITEM-2020-01138_13413,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,300BDT,new,published,,,,,,,
STO-ITEM-2020-01137_13412,"Baqara Ghee Laddu 1kg","বাঁকারা ঘি লাড্ডু ১ কেজি",https://dorgora.com/wp-content/uploads/2021/10/Baqara-Sweets-Images.jpg,https://dorgora.com/shop/baqara-ghee-laddu-1kg/,"Baqara Sweets, Baqara Sweets","Baqara",600BDT,in stock,STO-ITEM-2020-01137_13412,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,600BDT,new,published,,,,,,,
STO-ITEM-2020-01136_13411,"Baqara Kashmiri Chom Chom 500gm","বাঁকারা কাশ্মীরি চম চম ৫০০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/10/Kashmiri-Chom-chom.jpg,https://dorgora.com/shop/baqara-kashmri-chom-chom-500gm/,"Baqara Sweets, Baqara Sweets","Baqara",400BDT,in stock,STO-ITEM-2020-01136_13411,,"https://dorgora.com/wp-content/uploads/2021/10/Kashmiri-chom-chom_01.jpg,https://dorgora.com/wp-content/uploads/2021/10/Kasmiri-Chom-Chom.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,400BDT,new,published,,,,,,,
STO-ITEM-2020-01135_13410,"Baqara Kashmiri Chom Chom 1kg","বাঁকারা কাশ্মীরি চম চম ১ কেজি",https://dorgora.com/wp-content/uploads/2021/10/Kashmiri-Chom-chom.jpg,https://dorgora.com/shop/baqara-kashmri-chom-chom-1kg/,"Baqara Sweets, Baqara Sweets","Baqara",800BDT,in stock,STO-ITEM-2020-01135_13410,,"https://dorgora.com/wp-content/uploads/2021/10/Kashmiri-chom-chom_01.jpg,https://dorgora.com/wp-content/uploads/2021/10/Kasmiri-Chom-Chom.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,800BDT,new,published,,,,,,,
STO-ITEM-2020-01134_13409,"Baqara Premium Malaichap 500gm","বাঁকারা প্রিমিয়াম মালাইচাপ ৫০০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/10/Malay-Chap.jpg,https://dorgora.com/shop/baqara-premium-malaichap-500gm/,"Baqara Sweets, Baqara Sweets","Baqara",425BDT,in stock,STO-ITEM-2020-01134_13409,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,425BDT,new,published,,,,,,,
STO-ITEM-2020-01133_13408,"Baqara Premium Malaichap 1kg","বাঁকারা প্রিমিয়াম মালাইচাপ ১ কেজি",https://dorgora.com/wp-content/uploads/2021/10/Malay-Chap.jpg,https://dorgora.com/shop/baqara-premium-malaichap-1kg/,"Baqara Sweets, Baqara Sweets","Baqara",850BDT,in stock,STO-ITEM-2020-01133_13408,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,850BDT,new,published,,,,,,,
STO-ITEM-2020-01132_13407,"Baqara Milk Malai 500gm","বাঁকারা মিল্ক মালাই ৫০০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/10/Baqara-Sweets-Images.jpg,https://dorgora.com/shop/baqara-milk-malai-500gm/,"Baqara Sweets, Baqara Sweets","Baqara",325BDT,in stock,STO-ITEM-2020-01132_13407,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,325BDT,new,published,,,,,,,
STO-ITEM-2020-01131_13406,"Baqara Milk Malai 1kg","বাঁকারা মিল্ক মালাই ১ কেজি",https://dorgora.com/wp-content/uploads/2021/10/Baqara-Sweets-Images.jpg,https://dorgora.com/shop/baqara-milk-malai-1kg/,"Baqara Sweets, Baqara Sweets","Baqara",650BDT,in stock,STO-ITEM-2020-01131_13406,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,650BDT,new,published,,,,,,,
STO-ITEM-2020-01130_13405,"Baqara Sponge Mishti 500gm","বাঁকারা স্পঞ্জ মিষ্টি ৫০০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/10/Sponje-Sweets.jpeg,https://dorgora.com/shop/baqara-ponge-mishti-500gm/,"Baqara Sweets, Baqara Sweets","Baqara",275BDT,in stock,STO-ITEM-2020-01130_13405,,"https://dorgora.com/wp-content/uploads/2021/10/Sponge_Roshogolla.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,275BDT,new,published,,,,,,,
STO-ITEM-2020-01129_13404,"Baqara Sponge Mishti 1kg","বাঁকারা স্পঞ্জ মিষ্টি ১ কেজি",https://dorgora.com/wp-content/uploads/2021/10/Sponje-Sweets.jpeg,https://dorgora.com/shop/baqara-sponge-mishti-1kg/,"Baqara Sweets, Baqara Sweets","Baqara",550BDT,in stock,STO-ITEM-2020-01129_13404,,"https://dorgora.com/wp-content/uploads/2021/10/Sponge_Roshogolla.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,550BDT,new,published,,,,,,,
STO-ITEM-2020-01128_13403,"Baqara Roshogolla 500gm","বাঁকারা রসগোল্লা ৫০০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/10/Baqara-Roshogolla.jpg,https://dorgora.com/shop/baqara-roshogolla-500gm/,"Baqara Sweets, Baqara Sweets","Baqara",160BDT,in stock,STO-ITEM-2020-01128_13403,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,160BDT,new,published,,,,,,,
STO-ITEM-2020-01127_13402,"Baqara Roshogolla 1kg","বাঁকারা রসগোল্লা ১ কেজি",https://dorgora.com/wp-content/uploads/2021/10/Baqara-Roshogolla.jpg,https://dorgora.com/shop/baqara-roshogolla-1kg/,"Baqara Sweets, Baqara Sweets","Baqara",320BDT,in stock,STO-ITEM-2020-01127_13402,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,320BDT,new,published,,,,,,,
STO-ITEM-2020-01126_13140,"Amatullah's Frozen Chicken Samocha (Triangle) 6pcs","আমাতুল্লাহ'র হিমায়িত চিকেন সমুচা ত্রিভুজাকার ৬ পিস",https://dorgora.com/wp-content/uploads/2021/09/Amatullah-Kitchen-Products-Logo.jpg,https://dorgora.com/shop/amatullahs-frozen-chicken-samocha-triangle-6pcs/,"Amatullah’s Kitchen","Dorgora",90BDT,in stock,STO-ITEM-2020-01126_13140,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,90BDT,new,published,,,,,,,
STO-ITEM-2020-01125_13116,"Shorisha Fuler Modhu 250gm","সরিষা ফুলের মধু ২৫০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/09/Shorisha-Fuler-Modhu.jpg,https://dorgora.com/shop/shorisha-fuler-modhu-250gm/,"Organic Foods","Dorgora",180BDT,in stock,STO-ITEM-2020-01125_13116,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,149BDT,new,published,,,,,,,
STO-ITEM-2020-01124_13111,"Shorisha Fuler Modhu 500gm","সরিষা ফুলের মধু ৫০০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/09/Shorisha-Fuler-Modhu.jpg,https://dorgora.com/shop/shorisha-fuler-modhu-500gm/,"Organic Foods","Dorgora",320BDT,in stock,STO-ITEM-2020-01124_13111,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,280BDT,new,published,,,,,,,
STO-ITEM-2020-01112_12897,"Dengue Protection Combo Offer 3","Good Knight Active Plus Refill 
  Good Knight Express Refill (Liquid Vapouriser) 
  Good Knight Power Active Plus Liquid Vapouriser With Refill",https://dorgora.com/wp-content/uploads/2021/08/GK-Express-with-2-GK-AD.jpg,https://dorgora.com/shop/dengue-protection-combo-offer-3/,"Offers","Dorgora",430BDT,in stock,STO-ITEM-2020-01112_12897,,"https://dorgora.com/wp-content/uploads/2020/12/Good_Night_Active_plus_Refill.jpg,https://dorgora.com/wp-content/uploads/2020/12/Good_Night_Express_Refill.jpg,https://dorgora.com/wp-content/uploads/2020/12/Good_Night_Machine_Active_plus_With_Refill.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,430BDT,new,published,,,,,,,
STO-ITEM-2020-01111_12894,"Dengue Protection Combo Offer 2","ACI Aerosol Insect Spray 475 ml 
  Good Knight Power Active Plus Liquid 
  Good Knight Express Refill (Liquid Vapouriser)",https://dorgora.com/wp-content/uploads/2021/08/ACI-GK-2-Pack-AD.jpg,https://dorgora.com/shop/dengue-protection-combo-offer-2/,"Offers","Dorgora",505BDT,in stock,STO-ITEM-2020-01111_12894,,"https://dorgora.com/wp-content/uploads/2020/12/ACI_Aerosol_Insect_Spray_475ml.jpg,https://dorgora.com/wp-content/uploads/2020/12/Good_Night_Active_plus_Refill.jpg,https://dorgora.com/wp-content/uploads/2020/12/Good_Night_Express_Refill.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,505BDT,new,published,,,,,,,
STO-ITEM-2020-01110_12891,"Dengue Protection Combo Offer 1","ACI Aerosol Insect Spray 475 ml 
  Good Knight Express Machine Liquid Vaporizer With Refill",https://dorgora.com/wp-content/uploads/2021/08/ACI-GN-Xpress-2X-AD.jpg,https://dorgora.com/shop/dengue-protection-combo-offer-1/,"Offers","Dorgora",420BDT,in stock,STO-ITEM-2020-01110_12891,,"https://dorgora.com/wp-content/uploads/2020/12/ACI_Aerosol_Insect_Spray_475ml.jpg,https://dorgora.com/wp-content/uploads/2020/12/Good_Night_Machine_Express_With_Refill.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,420BDT,new,published,,,,,,,
STO-ITEM-2020-01106_12835,"Amatullah's Frozen Beef Shami Kabab 6pcs","আমাতুল্লাহ'র হিমায়িত বিফ সামি কাবাব ৬ পিস",https://dorgora.com/wp-content/uploads/2021/09/Amatullah-Kitchen-Products-Logo.jpg,https://dorgora.com/shop/amatullahs-frozen-beef-shami-kabab-6pcs/,"Amatullah’s Kitchen","Dorgora",300BDT,in stock,STO-ITEM-2020-01106_12835,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,300BDT,new,published,,,,,,,
STO-ITEM-2020-01105_12833,"Amatullah's Frozen Beef Keema Puri 6pcs","আমাতুল্লাহ'র হিমায়িত  বিফ কিমা পুরী ৬ পিস",https://dorgora.com/wp-content/uploads/2021/09/Amatullah-Kitchen-Products-Logo.jpg,https://dorgora.com/shop/amatullahs-frozen-beef-keema-puri-6pcs/,"Amatullah’s Kitchen","Dorgora",90BDT,in stock,STO-ITEM-2020-01105_12833,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,90BDT,new,published,,,,,,,
STO-ITEM-2020-01104_12828,"Amatullah's Frozen Chicken Keema Paratha 2pcs","আমাতুল্লাহ'র হিমায়িত  চিকেন কিমা পরোটা",https://dorgora.com/wp-content/uploads/2021/09/Amatullah-Kitchen-Products-Logo.jpg,https://dorgora.com/shop/amatullahs-frozen-chicken-keema-paratha/,"Amatullah’s Kitchen","Dorgora",95BDT,in stock,STO-ITEM-2020-01104_12828,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,95BDT,new,published,,,,,,,
STO-ITEM-2020-01103_12826,"Amatullah's Frozen Aloo Paratha 2pcs","আমাতুল্লাহ'র হিমায়িত  আলু পরোটা",https://dorgora.com/wp-content/uploads/2021/09/Amatullah-Kitchen-Products-Logo.jpg,https://dorgora.com/shop/amatullahs-frozen-aloo-paratha/,"Amatullah’s Kitchen","Dorgora",75BDT,in stock,STO-ITEM-2020-01103_12826,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,75BDT,new,published,,,,,,,
STO-ITEM-2020-01102_12821,"Amatullah's Frozen Rooti (Brown Atta) 20pcs","আমাতুল্লাহ'র হিমায়িত  রুটি (ব্রাউন আটা) ২০ পিস",https://dorgora.com/wp-content/uploads/2021/09/Amatullah-Kitchen-Products-Logo.jpg,https://dorgora.com/shop/amatullahs-frozen-rooti-brown-atta-20pcs/,"Amatullah’s Kitchen","Dorgora",150BDT,in stock,STO-ITEM-2020-01102_12821,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,150BDT,new,published,,,,,,,
STO-ITEM-2020-01101_12820,"Amatullah's Frozen Rooti (Brown Atta) 10pcs","আমাতুল্লাহ'র হিমায়িত রুটি (ব্রাউন আটা) ১০ পিস",https://dorgora.com/wp-content/uploads/2021/09/Amatullah-Kitchen-Products-Logo.jpg,https://dorgora.com/shop/amatullahs-frozen-rooti-brown-atta-10pcs/,"Amatullah’s Kitchen","Dorgora",85BDT,in stock,STO-ITEM-2020-01101_12820,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,85BDT,new,published,,,,,,,
STO-ITEM-2020-01100_12807,"Amatullah's Frozen Paneer Samocha 6pcs","আমাতুল্লাহ'র হিমায়িত পনির সমুচা ৬ পিস",https://dorgora.com/wp-content/uploads/2021/09/Amatullah-Kitchen-Products-Logo.jpg,https://dorgora.com/shop/amatullahs-paneer-samocha-6pcs/,"Amatullah’s Kitchen","Dorgora",100BDT,in stock,STO-ITEM-2020-01100_12807,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,100BDT,new,published,,,,,,,
STO-ITEM-2020-01099_12801,"Amatullah's Frozen Beef Liver Shingara 6pcs","আমাতুল্লাহ'র হিমায়িত গরুর কলিজার সিঙ্গারা  ৬ পিস",https://dorgora.com/wp-content/uploads/2021/09/Amatullah-Kitchen-Products-Logo.jpg,https://dorgora.com/shop/amatullahs-frozen-beef-liver-shingara-6pcs/,"Amatullah’s Kitchen","Dorgora",120BDT,in stock,STO-ITEM-2020-01099_12801,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,120BDT,new,published,,,,,,,
STO-ITEM-2020-01098_12792,"Amatullah's Frozen Rooti 20pcs","আমাতুল্লাহ'র হিমায়িত রুটি ২০ পিস",https://dorgora.com/wp-content/uploads/2021/09/Amatullah-Kitchen-Products-Logo.jpg,https://dorgora.com/shop/amatullahs-frozen-rooti-20pcs/,"Amatullah’s Kitchen","Dorgora",140BDT,in stock,STO-ITEM-2020-01098_12792,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,140BDT,new,published,,,,,,,
STO-ITEM-2020-01097_12790,"Amatullah's Frozen Rooti 10pcs","আমাতুল্লাহ'র হিমায়িত রুটি ১০ পিস",https://dorgora.com/wp-content/uploads/2021/09/Amatullah-Kitchen-Products-Logo.jpg,https://dorgora.com/shop/amatullahs-frozen-rooti-10pcs/,"Amatullah’s Kitchen","Dorgora",75BDT,in stock,STO-ITEM-2020-01097_12790,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,75BDT,new,published,,,,,,,
STO-ITEM-2020-01096_12788,"Amatullah's Frozen Paratha 10pcs Square Pack","আমাতুল্লাহ'র হিমায়িত পরাটা চার কোনা ১০ পিস প্যাকেট",https://dorgora.com/wp-content/uploads/2021/09/Amatullah-Kitchen-Products-Logo.jpg,https://dorgora.com/shop/amatullahs-frozen-paratha-10pcs-square-pack/,"Amatullah’s Kitchen","Dorgora",140BDT,in stock,STO-ITEM-2020-01096_12788,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,140BDT,new,published,,,,,,,
STO-ITEM-2020-01095_12786,"Amatullah's Frozen Paratha 10pcs Round Pack","আমাতুল্লাহ'র হিমায়িত পরাটা গোলাকার ১০ পিস প্যাকেট",https://dorgora.com/wp-content/uploads/2021/09/Amatullah-Kitchen-Products-Logo.jpg,https://dorgora.com/shop/amatullahs-frozen-paratha-10pcs-round-pack/,"Amatullah’s Kitchen","Dorgora",130BDT,in stock,STO-ITEM-2020-01095_12786,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,130BDT,new,published,,,,,,,
STO-ITEM-2020-01076_12706,"Prakritik Chaker Modhu 250gm","প্রাকৃতিক চাকের মধু ২৫০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/08/Prakritik-Chaker-Modhu-250gm.jpg,https://dorgora.com/shop/prakritik-chaker-modhu-250gm/,"Organic Foods","Dorgora",235BDT,in stock,STO-ITEM-2020-01076_12706,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,210BDT,new,published,,,,,,,
STO-ITEM-2020-01075_12705,"Sundarbaner Modhu 250gm","সুন্দরবনের ফুলের মধু ২৫০ গ্রাম",https://dorgora.com/wp-content/uploads/2021/08/Shundarboner-Modhu-250gm.jpg,https://dorgora.com/shop/sundarbaner-modhu-250gm/,"Organic Foods","Dorgora",350BDT,in stock,STO-ITEM-2020-01075_12705,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,275BDT,new,published,,,,,,,
