SKU,Short description,Tags
STO-ITEM-2020-00576,<ul>\n<li>নিভিয়া রিফ্রেশিংঙলি সফট মসচারাইজিং ক্রিম ১০০ মিলি</li>\n</ul>\n,"বডী,লোসন,স্কিন,bodi,loton,skincare,skin,nivia"
STO-ITEM-2020-00577,<ul>\n<li>নিভিয়া রিফ্রেশিংঙলি সফট মসচারাইজিং ক্রিম ৫০ মিলি</li>\n</ul>\n,"বডী,লোসন,স্কিন,bodi,loton,skincare,skin,nivia"
STO-ITEM-2020-00578,<ul>\n<li>নিভিয়া রিফ্রেশিংঙলি সফট মসচারাইজিং ক্রিম ২০০ মিলি</li>\n</ul>\n,<ul>\n<li>নিভিয়া রিফ্রেশিংঙলি সফট মসচারাইজিং ক্রিম ৫০ মিলি</li>\n</ul>\n
STO-ITEM-2020-00579,<ul>\n<li>নিভিয়া ক্রিম ৬০ মিলি</li>\n</ul>\n,"স্কিন,ফেস,skincare,skin,nivia,facecream,face"
STO-ITEM-2020-00580,<ul>\n<li>নিভিয়া মেন সেনসিটিভ শেভিং জেল ২০০ মিলি</li>\n</ul>\n,"ফোম,ফম,শেভ,দারি,dari,jel,shave,sensetive,man,men,skincare,skin,nivia"
STO-ITEM-2020-00581,<ul>\n<li>নিভিয়া মেন সেনসিটিভ শেভিং ফোম ইন্সটেন্ট প্রটেকশন ২০০মিলি</li>\n</ul>\n,"ফোম,ফম,শেভ,দারি,dari,jel,shave,sensetive,man,men,skincare,skin,nivia"
STO-ITEM-2020-00582,<ul>\n<li>নিভিয়া ডিওডোরেন্ট ফ্রেশ নেচারাল কুইক ড্রাই ১৫০ মিলি</li>\n</ul>\n,"পারফিউমড,পারফিউম,বডি স্প্রে,nivia,body spray,spray,perfumed,fresh,body"
STO-ITEM-2020-00583,<ul>\n<li>নিভিয়া মেন ৪৮ঘন্টা ফ্রেশ একটিভ ডিওডোরেন্ট ১৫০ মিলি</li>\n</ul>\n,"পারফিউমড,পারফিউম,বডি স্প্রে,nivia,body spray,spray,perfumed,fresh,body"
STO-ITEM-2020-00584,<ul>\n<li>নিভিয়া ফ্রূটি লিপ বাম ৩ ইন ১ বেনিফিট ১০ মিলি</li>\n</ul>\n,"জেলি,স্কিন,nivia,lep bam,lip balm,jelly,jely,skincare,skin"
STO-ITEM-2020-00585,<ul>\n<li>নিভিয়া মসচারাইজিং অরজিনাল কেয়ার কেয়ারিং লিপ বাম ৪.৮ গ্রাম</li>\n</ul>\n,"জেলি,স্কিন,nivia,lip bam,lip balm,jelly,skincare,skin,jely"
STO-ITEM-2020-00586,<ul>\n<li>নিভিয়া সফট রোজ কেয়ারিং লিপ বাম উইথ নেচারাল অয়েলস ৪.৮ গ্রাম</li>\n</ul>\n,"লিপ জেলি,কেয়ার,স্কিন,nivia,bam,jelly,skincare,skin,jely"
STO-ITEM-2020-00587,<ul>\n<li>নিভিয়া মেন ৪৮ঘন্টা ফ্রেশ একটিভ রোলন ৫০ মিলি</li>\n</ul>\n,"রোলোন,nivia,rolon,skincare,skin,"
STO-ITEM-2020-00588,<ul>\n<li>নিভিয়া ফ্রেশ ন্যাচারাল এন্টি পারস্পিরান্ট ৪৮এইচ রোল অন ৫০ মিলি</li>\n</ul>\n,"রোলোন,nivia,rolon,skincare,skin,fresh,active"
STO-ITEM-2020-00589,<ul>\n<li>নিভিয়া এক্সপ্রেস হাইড্রেশেন বডি লোশন ২০০ মিলি</li>\n</ul>\n,"ডিপ,ময়েশচার,মশচার,সিরাম,লোসন,স্কিন,nivia,loton,cream,skin care,skin,"
STO-ITEM-2020-00590,<ul>\n<li>নিভিয়া বডি মিল্ক নারিশিং বডি লোশন ৪০০ মিলি</li>\n</ul>\n,"লোসন,ডিপ,লোসন,স্কিন,loton,nivia,boady,body,skincare,skin"
STO-ITEM-2020-00591,<ul>\n<li>ক্লোজআপ টুথপেস্ট হোয়াইট এট্রাকশন ন্যাচারাল গ্লো ১৪০ গ্রাম</li>\n</ul>\n,"টুথপেষ্ট,সাদা,past,tothpast,closup,natral,shada,sada"
STO-ITEM-2020-00592,<ul>\n<li>ডাভ শ্যাম্পু ইনটেন্স রিপেয়ার ৩৪০ মিলি</li>\n</ul>\n,"ডাব,স্যাম্পু,shampu,dov,duve,"
STO-ITEM-2020-00593,<ul>\n<li>ডাভ শ্যাম্পু হেলদি রিচুয়াল ফর গ্লোয়িং হেয়ার ১৭০ মিলি</li>\n</ul>\n,"ডাব,স্যাম্পু,shamp,shampu,dov,duve,helthy"
STO-ITEM-2020-00594,<ul>\n<li>ডাভ শ্যাম্পু অক্সিজেন ময়েশ্চার ১৭০ মিলি</li>\n</ul>\n,"মশচার,স্যাম্পু,oxigen,mosture,shampo,shampu,dove, "
STO-ITEM-2020-00595,<ul>\n<li>নর সুপ চিকেন কর্ন ২৪ গ্রাম</li>\n</ul>\n,"সূপ,চীকেন,norr,nor,korn,chiken,sop,sup,soup,"
STO-ITEM-2020-00596,<ul>\n<li>নর ক্রিস্পি ফ্রাইড চিকেন মিক্স ৭৫ গ্রাম</li>\n</ul>\n,"সূপ,চীকেন,norr,nor,korn,chiken,sop,sup,soup,"
STO-ITEM-2020-00597,<ul>\n<li>পেপসোডেন্ট সেনসিটিভ এক্সপার্ট ফ্রেশ ১৪০ গ্রাম</li>\n</ul>\n,"পেষ্ট,সেনসিটিব,pepsudent,tothpaste,past,peste,"
STO-ITEM-2020-00598,<ul>\n<li>পেপসোডেন্ট সেনসিটিভ এক্সপার্ট গাম কেয়ার ১৪০ গ্রাম</li>\n</ul>\n,"পেষ্ট,সেনসিটিব,pepsudent,tothpaste,past,peste,"
STO-ITEM-2020-00599,<ul>\n<li>পন্ডস কোল্ড ক্রিম সফট গ্লোয়িং স্কিন ৫০ গ্রাম</li>\n</ul>\n,"সুনু,creme,care,beauty,facecream"
STO-ITEM-2020-00600,<ul>\n<li>পন্ডস ফেস ওয়াশ ডেইলি ৫০ গ্রাম</li>\n</ul>\n,"ফেশ,ওয়াস,স্কিন,facwas,fac,skin,skincare,"
STO-ITEM-2020-00601,<ul>\n<li>পন্ডস ফেস ওয়াশ ডেইলি ১০০ গ্রাম</li>\n</ul>\n,"ফেশ,ওয়াস,স্কিন,facwas,fac,skin,skincare,"
STO-ITEM-2020-00602,<ul>\n<li>সানসিল্ক শ্যাম্পু হেয়ার ফল সল্যুশন ৩৭৫ মিলি</li>\n</ul>\n,"স্যাম্পু,sunslik,heir,solotion,sampo,shampu"
STO-ITEM-2020-00603,<ul>\n<li>সানসিল্ক শ্যাম্পু হিজাব এন্টি-ব্র্যাকএইজ ৩৭৫ মিলি</li>\n</ul>\n,"হীজাব,স্যাম্পু,sunsil,sunslik,enti,brakage,shampu,shampu"
STO-ITEM-2020-00604,<ul>\n<li>সানসিল্ক শ্যাম্পু লুসিয়াসলি থিক এ্যান্ড লং ১৮০ মিলি</li>\n</ul>\n,"সেম্পু,শেম্পু,স্যাম্পু,sunslik,shampu,shampo,"
STO-ITEM-2020-00605,<ul>\n<li>সানসিল্ক শ্যাম্পু লুসিয়াসলি থিক এ্যান্ড লং ৩৭৫ মিলি</li>\n</ul>\n,"সেম্পু,শেম্পু,স্যাম্পু,sunslik,shampu,shampo,"
STO-ITEM-2020-00606,<ul>\n<li>সানসিল্ক শ্যাম্পু পারফেক্ট স্ট্রেইট ৩৭৫ মিলি</li>\n</ul>\n,"সেম্পু,শেম্পু,স্যাম্পু,sunslik,shampu,shampo,"
STO-ITEM-2020-00607,<ul>\n<li>ভ্যাসলিন লোশন ডিপ রিস্টোর ইন্টেনসিভ কেয়ার ৩০০ মিলি </li>\n</ul>\n,"লোসন,ডীপ,লোসন,স্কিন,vasline,skin,loton,intensive,"
STO-ITEM-2020-00608,<ul>\n<li>ভ্যাসলিন লোশন ডিপ রিস্টোর ইন্টেনসিভ কেয়ার ২০০ মিলি </li>\n</ul>\n,"লোসন,ডীপ,লোসন,স্কিন,vasline,skin,loton,intensive,"
STO-ITEM-2020-00609,<ul>\n<li>ভ্যাসলিন লোশন ডিপ রিস্টোর ইন্টেনসিভ কেয়ার ৩০০ মিলি </li>\n</ul>\n,"লোসন,ডীপ,লোসন,স্কিন,vasline,skin,loton,intensive,"
STO-ITEM-2020-00610,<ul>\n<li>ভ্যাসলিন লোশন ডিপ রিস্টোর ইন্টেনসিভ কেয়ার ৪০০ মিলি </li>\n</ul>\n,"লোসন,ডীপ,লোসন,স্কিন,vasline,skin,loton,intensive,"
STO-ITEM-2020-00611,<ul>\n<li>ভ্যাসলিন পিওর পেট্রোলিয়াম জেলি ৫০ মিলি</li>\n</ul>\n,"জেলী,vasline,pur,jely,lip jel,petrolium,"
STO-ITEM-2020-00612,<ul>\n<li>পন্ডস ময়েশ্চারাইজিং বডি লোশন ২০০ মিলি</li>\n</ul>\n,"মসচারাইজিং,বডী,লোসন,স্কিন,কেয়ার,bodi,loton,moisturizing,"
STO-ITEM-2020-00613,<ul>\n<li>পন্ডস ময়েশ্চারাইজিং বডি লোশন ১০০ মিলি</li>\n</ul>\n,"মসচারাইজিং,বডী,লোসন,স্কিন,কেয়ার,bodi,loton,moisturizing,"
STO-ITEM-2020-00615,<ul>\n<li>লায়ন পাউডার পাফ</li>\n</ul>\n,"পাওডার,বেবী,pawder,puf,babi"
STO-ITEM-2020-00616,<ul>\n<li> জ্যাক্ট স্মোকারস টুথপেষ্ট ১৫০ গ্রাম</li>\n</ul>\n,"টুথপেস্ট,ইসমোকার,পেস্ট,smokar,smooker,tothpaste,jact,"
STO-ITEM-2020-00617,<ul>\n<li>ফেবিকল এম আর গুলু ১০০ গ্রাম</li>\n</ul>\n,"ফেভিকল,অফিস,আঠা,atha,favicol,glue,office,ofice"
STO-ITEM-2020-00618,<ul>\n<li>ফেবিকল এম আর গুলু ৫০ গ্রাম</li>\n</ul>\n,"ফেভিকল,অফিস,আঠা,atha,favicol,glue,office,ofice"
STO-ITEM-2020-00619,<ul>\n<li>ফেবিকল এম আর গুলু ২৫ গ্রাম</li>\n</ul>\n,"ফেভিকল,অফিস,আঠা,atha,favicol,glue,office,ofice"
STO-ITEM-2020-00620,<ul>\n<li>জিক্সিন সিডি/ডিভিডি মার্কার ১০৭এ</li>\n</ul>\n,"গক্সিন,অফিস,কলম,merker,marcar,goxin,office,ofice"
STO-ITEM-2020-00621,<ul>\n<li>ডেলি কালারড পুশ পিনস</li>\n</ul>\n,"রঙযুক্ত,পুস,রঙযুক্ত,অফীস,dely,pus,pin,office,ofice,"
STO-ITEM-2020-00622,<ul>\n<li>ডেলি পেপার ক্লিপ ২৫ পিস</li>\n</ul>\n,"ডেলী,অফিস,peper,cllip,dali,office,ofice,"
STO-ITEM-2020-00623,<ul>\n<li>ডেলি পেপার ক্লিপ ১০০ পিস</li>\n</ul>\n,"ডেলী,অফিস,peper,cllip,dali,office,ofice,"
STO-ITEM-2020-00624,<ul>\n<li>বাইন্ডার ক্লিপ (১”) ১২ পিস</li>\n</ul>\n,"অফিস,peper,paper,cllip,deli,dali,office,ofice,"
STO-ITEM-2020-00625,<ul>\n<li>বাইন্ডার ক্লিপ (১.৫/৮”) ১২ পিস</li>\n</ul>\n,"অফিস,peper,paper,cllip,deli,dali,office,ofice,"
STO-ITEM-2020-00626,<ul>\n<li>ইউনি লাইন কারেকশন পেন ৮ মিলি</li>\n</ul>\n,"ফ্লুইড,কলম,কলম,ফ্লইড,অফিস,corection,marker,fluid,office,ofice"
STO-ITEM-2020-00627,<ul>\n<li>কালারড নোট পেপার উইথ স্টোরেজ বক্স</li>\n</ul>\n,"স্টোরেজ বক্স,কাগজ,পেড,অফিস,office,ofice,note pad,note,kagoj,"
STO-ITEM-2020-00628,<ul>\n<li>বিলি ম্যানেজমেন্ট রিপোর্ট কভার ফাইল (প্লাস্টিক) - A4</li>\n</ul>\n,"ফাইল,কবার,রিপোট,অফিস,beli,manegment,covar,fail,repot,plastik file,office,ofice"
STO-ITEM-2020-00629,<ul>\n<li>স্প্রিং পাঞ্চ সিঙ্গল A4</li>\n</ul>\n,"মেশিন,মেশীন,অফিস,office,ofice,punc,matchine,spring punch"
STO-ITEM-2020-00630,<ul>\n<li>আলপিন অফিস পিন - ডেলী</li>\n</ul>\n,"ডেলি,অফিস,office,ofice,alpen,dali,"
STO-ITEM-2020-00631,<ul>\n<li>বোর্ড ডাস্টার</li>\n</ul>\n,"ডাষ্টার,বোর্ড,অফিস,office,ofice,dustar,bord,dushter,"
STO-ITEM-2020-00632,<ul>\n<li>জিক্সিন হোয়াইটবোর্ড মার্কার</li>\n</ul>\n,"গক্সিন,চিহ্নিতকারী,অফিস,markar,gixin,office,ofice"
STO-ITEM-2020-00633,<ul>\n<li>ডোমস কালার পেন্সিল বিগ ১২ পিস</li>\n</ul>\n,"রং,রঙ,বক্স,rong,pensil,office,ofice"
STO-ITEM-2020-00634,<ul>\n<li>ডোমস কালার পেন্সিল বিগ ১২ পিস</li>\n</ul>\n,"রং,রঙ,বক্স,rong,pensil,office,ofice"
STO-ITEM-2020-00635,<ul>\n<li>স্পার্কলিং কেন্ডেল ৬ পিস</li>\n</ul>\n,"স্পার্লিং,মোমবাতি,ঝর্না বাতি,জন্মদিন,বার্থডে মোম,birthday,kandle,mombati,jhorna bati,jonmodin,"
STO-ITEM-2020-00636,<ul>\n<li>বার্থডে কেন্ডেল ৬ পিস</li>\n</ul>\n,"স্পার্লিং,মোমবাতি,ঝর্না বাতি,জন্মদিন,বার্থডে মোম,birthday,kandle,mombati,jhorna bati,jonmodin,"
STO-ITEM-2020-00637,<ul>\n<li>পার্টি পপার (নো ফায়ার ওয়ার্ক ) লার্জ</li>\n</ul>\n,"ঝর্না বাতি,জন্মদিন,বার্থডে মোম,স্পার্লিং,birthday,candle,mombati,jhorna bati,jonmodin,"
STO-ITEM-2020-00638,<ul>\n<li>পার্টি পপার (নো ফায়ার ওয়ার্ক ) স্মল</li>\n</ul>\n,"ঝর্না বাতি,জন্মদিন,বার্থডে মোম,স্পার্লিং,birthday,candle,mombati,jhorna bati,jonmodin,"
STO-ITEM-2020-00639,<ul>\n<li>স্নো স্প্রে ডোরেমন</li>\n</ul>\n,"জন্মদিন,বার্থডে,মোম,jonmodin,party,spray,sno,mombati,"
STO-ITEM-2020-00641,<ul>\n<li>কিউই সু পলিশ ৪০ গ্রাম</li>\n</ul>\n,"জুতো,পোলিস,জুতা,পোলিশ,juta,palish,juto"
STO-ITEM-2020-00642,<ul>\n<li>প্যারিস সু ব্রাশ</li>\n</ul>\n,"জুতো,পোলিশ,ব্রাশ,জুতা,পলিস,juta,palish,juto,brash"
STO-ITEM-2020-00643,<ul>\n<li>গারবেজ ব্যাগ ১৮x২৪ ইঞ্চি ৫ পিস</li>\n</ul>\n,"আবর্জনা,বেগ,ইনচি,ডাস্টবিন,dustbin,aborjona bag,bag,"
STO-ITEM-2020-00644,<ul>\n<li>গারবেজ ব্যাগ ১৮x২৪ ইঞ্চি ৩ পিস</li>\n</ul>\n,"আবর্জনা,বেগ,ইনচি,ডাস্টবিন,dustbin,aborjona bag,bag,"
STO-ITEM-2020-00645,<ul>\n<li>কালার পেপার ১০০ শিট প্যাক</li>\n</ul>\n,"রঙিন,কাগজ,kalar,kagoj,color,peper,rongin,"
STO-ITEM-2020-00646,<ul>\n<li>স্টিকি নোট 100 শিট প্যাক</li>\n</ul>\n,"কালার,পেপার,কাগজ,kalar,kagoj,rongin,stiky"
STO-ITEM-2020-00647,<ul>\n<li>গারবেজ ব্যাগ ২০x৩০ ইঞ্চি ৫ পিস</li>\n</ul>\n,"আবর্জনা ব্যাগ 20x30 ইঞ্চি,আবর্জনা ব্যাগ,ব্যাগ,আবর্জনা,ডাস্টবিন,dustbin,aborjona bag,bag,"
STO-ITEM-2020-00648,<ul>\n<li>গারবেজ ব্যাগ ১৮x২৪ ইঞ্চি ৩ পিস</li>\n</ul>\n,"আবর্জনা ব্যাগ 20x30 ইঞ্চি,আবর্জনা ব্যাগ,ব্যাগ,আবর্জনা,ডাস্টবিন,dustbin,aborjona bag,bag,"
STO-ITEM-2020-00649,<ul>\n<li>ফ্রেশ লবন ১ কেজি</li>\n</ul>\n,"ফ্রেশ,লবন,সল্ট,fresh,salt,lobon,"
STO-ITEM-2020-00650,<ul>\n<li>রুচি পাফড রাইস মুড়ি ৫০০ গ্রাম</li>\n</ul>\n,"মুরি,রুচী,নাশতা,ruchi,pufed rice,muri,nashta"
STO-ITEM-2020-00651,<ul>\n<li>রাঁধুনী ফালুদা মিক্স (ভ্যানিলা) ২৫০ গ্রাম</li>\n</ul>\n,"রাধুনি,radhune,faluda"
STO-ITEM-2020-00652,<ul>\n<li>রাঁধুনী হালিম মিক্স ২০০ গ্রাম</li>\n</ul>\n,"রাধুনি,হালীম,halim,radhune"
STO-ITEM-2020-00653,<ul>\n<li>প্যানটিন অ্যাডভান্সড হেয়ারফল সল্যুশন হেয়ারফল কন্ট্রোল শ্যাম্পু ৩৪০ মিলি</li>\n</ul>\n,"স্যাম্পু,পেনটিন,panten,panteen,shampu,shampo"
STO-ITEM-2020-00654,<ul>\n<li>প্যানটিন অ্যাডভান্সড হেয়ারফল সল্যুশন সিল্কি স্মুথ কেয়ার শ্যাম্পু ৩৪০ মিলি</li>\n</ul>\n,"স্যাম্পু,পেনটিন,panten,panteen,shampu,shampo"
STO-ITEM-2020-00655,<ul>\n<li>প্যানটিন অ্যাডভান্সড হেয়ারফল সল্যুশন লং ব্ল্যাক শ্যাম্পু ৩৪০ মিলি</li>\n</ul>\n,"স্যাম্পু,পেনটিন,panten,panteen,shampu,shampo"
STO-ITEM-2020-00656,<ul>\n<li>হেড এ্যান্ড সোল্ডার এন্টি হেয়ার ফলস শ্যাম্পু ১৮০ মিলি</li>\n</ul>\n,"স্যাম্পু,হ্যাড,had,sholder,shampu,shampo"
STO-ITEM-2020-00657,<ul>\n<li>হেড এ্যান্ড সোল্ডার স্মুথ এন্ড সিল্কি শ্যাম্পু ১৮০ মিলি</li>\n</ul>\n,"স্যাম্পু,হ্যাড,had,sholder,shampu,shampo"
STO-ITEM-2020-00658,<ul>\n<li>জিলেট লেমন লাইম শেভিং ফোম ১৯৬ গ্রাম</li>\n</ul>\n,"জীলেট,সেভিং,মেন,ফম,Shabing,Fom,jilet,gillete,gilette,gilete"
STO-ITEM-2020-00659,<ul>\n<li>জিলেট রেগুলার শেভিং ফোম ১৯৬ গ্রাম</li>\n</ul>\n,"জীলেট,সেভিং,মেন,ফম,Shabing,Fom,jilet,gillete,gilette,gilete"
STO-ITEM-2020-00660,<ul>\n<li>জিলেট সিরিস শেভ জেল সেনসিটিভ ১৯৫ গ্রাম</li>\n</ul>\n,"জীলেট,সেভিং,মেন,যেল,Shabing,jel,jilet,gillete,gilette,gilete"
STO-ITEM-2020-00661,<ul>\n<li>জিলেট ভেকটর প্লাস শেভিং রেজর</li>\n</ul>\n,"জীলেট,সেভিং,রেজার,যিলেট,Shabing,Rajor,gillete,gilete,razor,rezer,"
STO-ITEM-2020-00662,<ul>\n<li>জিলেট বুলু ৩ কমফোর্ট রেজর</li>\n</ul>\n,"জীলেট,সেভিং,রেজার,যিলেট,Shabing,Rajor,gillete,gilete,razor,rezer,"
STO-ITEM-2020-00663,<ul>\n<li>প্যারাসুট জাস্ট ফর বেবি অয়েল ২০০ মিলি</li>\n</ul>\n,"বেবী,তেল,ওয়েল,প্যারাসুট,পেরাসুট,perasute,baby,oil,tel,baby oil,just for baby"
STO-ITEM-2020-00664,<ul>\n<li>প্যারাসুট জাস্ট ফর বেবি অয়েল ১০০ মিলি</li>\n</ul>\n,"বেবী,তেল,ওয়েল,প্যারাসুট,পেরাসুট,perasute,baby,oil,tel,baby oil,just for baby"
STO-ITEM-2020-00665,<ul>\n<li>প্যারাসুট জাস্ট ফর বেবি লোশন ২০০ মিলি</li>\n</ul>\n,"প্যারাশুট,বেবী,লোসন,babi,loton,pershute,parcute"
STO-ITEM-2020-00666,<ul>\n<li>প্যারাসুট জাস্ট ফর বেবি লোশন ১০০ মিলি</li>\n</ul>\n,"প্যারাশুট,বেবী,লোসন,babi,loton,pershute,parcute"
STO-ITEM-2020-00667,<ul>\n<li>প্যারাসুট জাস্ট ফর বেবি সোপ ৭৫ গ্রাম</li>\n</ul>\n,"প্যারাশুট,সাবান,বেবী,babi,saban,sop,bar,perasute,shaban"
STO-ITEM-2020-00668,<ul>\n<li>প্যারাসুট স্কিন পিওর লোশন ন্যাচরাল ময়েশ্চার ৩০০ মিলি</li>\n</ul>\n,"প্যারাশুট,লোসন,স্কিন,skin care,loton,parachute"
STO-ITEM-2020-00669,<ul>\n<li>গোল্ড টি (টিজি) প্রিমিয়াম ২৫০ গ্রাম</li>\n</ul>\n,"টী,পাতি,চা,সিলেট,tea,te,cha pata,cha pati,sylet,silet"
STO-ITEM-2020-00670,<ul>\n<li>গোল্ড টি (টিজি) প্রিমিয়াম ৫০০ গ্রাম</li>\n</ul>\n,"টী,পাতি,চা,সিলেট,tea,te,cha pata,cha pati,sylet,silet"
STO-ITEM-2020-00671,<ul>\n<li>বি টি ব্ল্যাক টি স্পেশাল ২৫০ গ্রাম</li>\n</ul>\n,"টী,পাতি,চা,সিলেট,tea,te,cha pata,cha pati,sylet,silet"
STO-ITEM-2020-00672,<ul>\n<li>বি টি ব্ল্যাক টি স্পেশাল ৫০০ গ্রাম</li>\n</ul>\n,"টী,পাতি,চা,সিলেট,tea,te,cha pata,cha pati,sylet,silet"
STO-ITEM-2020-00673,<ul>\n<li>গ্রীন টি রেগুলার ২৫০ গ্রাম</li>\n</ul>\n,"টী,পাতি,চা,সিলেট,tea,te,cha pata,cha pati,sylet,silet"
STO-ITEM-2020-00674,<ul>\n<li>ন্যাশনাল টি প্রিমিয়াম ক্লোন ৫০০ গ্রাম</li>\n</ul>\n,"টী,পাতি,চা,সিলেট,tea,te,cha pata,cha pati,sylet,silet"
STO-ITEM-2020-00675,<ul>\n<li>ন্যাশনাল ব্লাক টি লিফ ২৫০ গ্রাম</li>\n</ul>\n,"টী,পাতি,চা,সিলেট,tea,te,cha pata,cha pati,sylet,silet"
STO-ITEM-2020-00676,<ul>\n<li>ন্যাশনাল টি স্পেশাল গ্রানুলার ৫০০ গ্রাম</li>\n</ul>\n,"টী,পাতি,চা,tea,te,cha pata,cha pati"
STO-ITEM-2020-00677,<ul>\n<li>চাকা অ্যাডভান্স হোয়াইট বল সোপ ১৩০ গ্রাম বাই ৬ গেট ১ ফ্রি</li>\n</ul>\n,"সাবান,কাপর কাচার সাবান,caka,saban,shaban,kapor kachar shaban,bol shaban,"
STO-ITEM-2020-00678,<ul>\n<li>বসুন্ধরা ন্যাপকিন টিস্যু বাই ৩ পিস গেট ১ পিস টয়লেট টিস্যু ফ্রি</li>\n</ul>\n,"নেপকিন,টিসু,টিশু,সেলুন টিস্যু,boshundhara,napcin,tisue,tissu,tisu,selun tisu,seloon tisu,"
STO-ITEM-2020-00679,<ul>\n<li>চাকা অ্যাডভান্স ওয়াশিং পাউডার ৫০০ গ্রাম বাই ৩ পিস গেট ১ চাকা বল সোপ ফ্রি  </li>\n</ul>\n,"কাপড় ধোয়া পাওডার,ডিটারজেন্ট,পাওডার,caka,pawder,ditergent,kapor kachar powder,"
STO-ITEM-2020-00680,<ul>\n<li>ট্রিক্স ডিশওয়াশ লিকুইড লেমন রিফিল ২৫০ মিলি বাই ৩ পিস গেট ১৫ টাকা অফ</li>\n</ul>\n,"লেবু,ডিসওয়াশ,diswasing,dishwash,likuid,lamon,treex"
STO-ITEM-2020-00681,<ul>\n<li>ডেটল সোপ অরিজিন ৭৫ গ্রাম বাই ৩ পিস গেট ১০ টাকা অফ </li>\n</ul>\n,"ডেটল সোপ স্কিন কেয়ার, সাবান,সোপ,স্কিন, স্কিন কেয়ার,ডেটল,dettol,detol,skin,care,soap,saban,"
STO-ITEM-2020-00683,<ul>\n<li>ভিট হেয়ার রিমুভাল ক্রিম নরমাল ২৫ গ্রাম বাই ২ পিস গেট ১৫ টাকা অফ</li>\n</ul>\n,"বিট.ভীট,ক্রীম,রিমুবাল,রীমুবাল,vit,crim,remobal,remove,"
STO-ITEM-2020-00684,<ul>\n<li>হিমালয় নিম এন্ড টারমারিক সোপ ৭৫ গ্রাম ২ পিস গেট ১৫ টাকা অফ </li>\n</ul>\n,"সাবান,স্কিন,himaloy,skin,care,soap,saban,"
STO-ITEM-2020-00685,<ul>\n<li>ডেনিশ কনডেন্সড মিল্ক ৩৯৭ গ্রাম বাই ২ পিস গেট ১০ টাকা অফ</li>\n</ul>\n,"মিল্ক,দুধ,ডেনীস,ডেনিস,danis,dudh,liquid,condesed "
STO-ITEM-2020-00686,<ul>\n<li>সাফোলা মধু ২৫০ মিলি ২ পিস গেট ৩৫ টাকা অফ</li>\n</ul>\n,"হানি,মধু,হানী"
STO-ITEM-2020-00687,<ul>\n<li>হিমালায়া কমপ্লিট কেয়ার টুথপেস্ট গাম এক্সপার্ট (ভেলু প্যাক) ১৭৫+১০০ গ্রাম</li>\n</ul>\n,"হিমালয়া,পেস্ট,tothpaste,himalay,himaloy,"
STO-ITEM-2020-00688,<ul>\n<li>সানলাইট হেভি ডিউটি এএএ ব্যাটারি ২ টি</li>\n</ul>\n,"বেটারি,বেটারী,sunlyte,batary,betary,bettery"
STO-ITEM-2020-00689,<ul>\n<li>সানলাইট হেভি ডিউটি এএ ব্যাটারি ১ টি</li>\n</ul>\n,"বেটারি,বেটারী,sunlyte,batary,betary,bettery"
STO-ITEM-2020-00690,<ul>\n<li>কোডোমো বেবি শ্যাম্পু জেন্টল সফট ২০০ মিলি</li>\n</ul>\n,"কডোম,কুডোমো,kudomo,codomo,jentle soft,baby,shampu,shampo,shampoo"
STO-ITEM-2020-00691,<ul>\n<li>ডোমেক্স টয়লেট ক্লিনিং লেমন ফ্রেশ ৫০০ মিলি</li>\n</ul>\n,"ক্লিনার,ওয়াশরুম,বাথরুম,cleaner,bathroom,washroom,"
STO-ITEM-2020-00692,<ul>\n<li>ডোমেক্স টয়লেট ক্লিনিং ওসান ফ্রেশ ৫০০ মিলি</li>\n</ul>\n,"ক্লিনার,ওয়াশরুম,বাথরুম,domex,cleaner,toilet,bathroom,washroom,"
STO-ITEM-2020-00693,<ul>\n<li>ড্যানিশ লেক্সাস ভেজিটেবল ক্রেকার বিস্কিট ২৪০ গ্রাম বাই ২ গেট ১ ফ্রি</li>\n</ul>\n,"ডেনিশ,বিস্কুট,নাসতা,নাশতা,buscuit,biscut,biskut,nashta,lexus,danish"
STO-ITEM-2020-00694,<ul>\n<li>লাইফবয় হলুদ সাবান ৭৫ গ্রাম</li>\n</ul>\n,"শাবান,বার,lifeboy,saban,soap,bar"
STO-ITEM-2020-00695,<ul>\n<li>পেপসোডেন্ট টুথপেস্ট চারকোল হুয়াইট ১৪০ গ্রাম</li>\n</ul>\n,"পেস্ট,পেষ্ট,চারকল,pepsodant,charcol,charcoal,charkol,toothpaste,paste,tothpaste"
STO-ITEM-2020-00696,<ul>\n<li>ভ্যাসলিন লোশন এলো ফ্রেশ ২০০ মিলি</li>\n</ul>\n,"ভেজলীন,ভেজলিন,স্কিন,vasline,skin,skin care,fresh lotin,lotion,loton"
STO-ITEM-2020-00697,<ul>\n<li>লিভার আয়ুশ অ্যান্টি মার্ক্স টার্মেরিক ফেস ক্রিম ৫০ গ্রাম</li>\n</ul>\n,"স্কিন,কেয়ার,Liver,lever,face,cream,skin,skin care,"
STO-ITEM-2020-00698,<ul>\n<li>লিভার আয়ুশ টুথপেস্ট হুয়াটিং রক সল্ট ১৫০ গ্রাম</li>\n</ul>\n,"আয়ুষ,সল্ট,আয়ুশ,আয়ুস,পেস্ট,পেষ্ট,ইউনিলিভার,lever,liver,salt,ayush,toothpaste,tothpaste,uniliver"
